Label;Opis
2;Trzypokojowe mieszkanie z dużą widną kuchnią i balkonem na drugim piętrze kamienicy z cegły z 1961 roku.Idealne położenie, komunikacja ze wszystkimi dzielnicami Warszawy, 10 minut spacerkiem od Łazienek.Mieszkanie składa się z dwóch sypialni ( 10 i 9 m2 ), pokoju dziennego ( 14 m2 ) z wejściem do mniejszej sypialni, dużej łazienki ( 4 m2 ) i przedpokoju.Z pokoju dziennego wejście na balkon ( 4 m2 ).Mieszkanie trójstronne, w jednej z sypialni dwa okna, jedno od wschodu, drugie od północy, pokój dzienny i jedna z sypialni od południa, kuchnia od północy.Na podłodze panele i terakota.Kuchnia wyremontowana dwa lata temu, nowe meble w zabudowie, nowy sprzęt AGD ( zmywarka, piekarnik, płyta grzewcza, lodówka ).W łazience wanna, pralka, wc, umywalka.Mieszkanie częściowo umeblowane.Czynsz najmu 3400 PLN plus opłaty licznikowe.Skontaktuj się z nami w celu zapoznania się ze szczegółami oferty. Jeżeli nie udało Ci się znaleźć oferty spełniającej Twoich oczekiwań, zapraszamy do kontaktu bezpośredniego. Nie wszystkie nasze oferty widoczne są w internecie.Informujemy, iż pomimo wszelkich starań, które poczyniliśmy, aby zaprezentować rzetelne informacje o nieruchomości, przedstawione informacje otrzymaliśmy od właściciela oraz innych osób współpracujących w procesie sprzedaży i mogą one wymagać weryfikacji. Przedstawione materiały wizualne mają charakter poglądowy i stanowią jedynie materiał pomocniczy. Niniejsze ogłoszenie nie stanowi oferty w rozumieniu kodeksu cywilnego i ma charakter informacyjny.Niniejsze ogłoszenie jest własnością Reals Nieruchomości Sp. z.o.o. lub podmiotów współpracujących. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Reals Nieruchomości Sp. z o.o. lub podmiotów współpracujących jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej. Przedstawione materiały stanowią tajemnicę przedsiębiorstwa Reals Nieruchomości Sp. z o.o. lub podmiotów współpracujących w rozumieniu ustawy z dnia 16 kwietnia 1993 r. o zwalczaniu nieuczciwej konkurencji (Dz. U. z 2003 r., Nr 153, poz. 1503 z późn. zm.). Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)
2;Do wynajęcia duże, przestronne mieszkanie w centrum Piotrkowa Trybunalskiego. Idealne dla Firm lub dużej Rodziny lub np dwóch par.Mieszkanie czteropokojowe, świetnie zlokalizowane, położone w nowym bloku, na pierwszym piętrze.Mieszkanie w stanie dobrym, częściowo umeblowane, wyposażone. Centrum Piotrkowa, obok Focus Mall, wiele miejsc parkingowych przy bloku.Duży pokój dzienny z balkonem i wejściem do kuchni, trzy mniejsze osobne pokoje częściowo umeblowane. Duża szafa w przedpokoju. Łazienka i wc osobno. Kuchnia zabudowana i wyposażona.Cena: 1800 zł, plus czynsz w zależności od liczby osób ok. 800 zł. plus prąd, śmieci, woda, gaz oraz kaucja zwrotna - 3000 zł. Tylko dłuższy okres Najmu. Biuro pobiera wynagrodzenie za obsługę.U nas pełna obsługa i bezpieczeństwo. Tylko oferty aktualne na www.wgnpiotrkow.pl. Zapraszamy ! Kompleksowa i bezpłatna pomoc w wyborze kredytu hipotecznego. U nas na miejscu bezpłatnie Sprawdzisz ofertę ponad 20 Banków.Informacje dotyczące nieruchomości zostały sporządzone na podstawie oświadczeń i nie są ofertą w rozumieniu przepisów prawa, mają charakter wyłącznie informacyjny i mogą podlegać aktualizacji, zalecamy ich osobistą weryfikację.MASZ PYTANIA- Skontaktuj się z nami. Kompleksowo i bezpłatnie pomagamy w wyborze kredytu hipotecznego.WGN Piotrków Trybunalski zapewnia rynkowe ceny, bezpieczeństwo korzystnej transakcji oraz pomoc notariusza. Wyróżniamy się pełnym zaangażowaniem, ekspercką wiedzą i najwyższym poziomem usług opartych na ponad 30-letnim doświadczeniu.Stosujemy Kodeks Etyki Zawodowej Polskiej Federacji Rynku Nieruchomości.Informacje dotyczące nieruchomości zostały sporządzone na podstawie oświadczeń i nie są ofertą w rozumieniu przepisów prawa, mają charakter wyłącznie informacyjny i mogą podlegać aktualizacji, zalecamy ich osobistą weryfikację.Wszystkie teksty, rysunki, zdjęcia oraz wszystkie inne informacje opublikowane na niniejszych stronach podlegają prawom autorskim. Wszelkie kopiowanie, dystrybucja, elektroniczne przetwarzanie oraz przesyłanie zawartości bez zezwolenia zabronione. Wszelkie prawa zastrzeżoneU nas pełna obsługa i bezpieczeństwo. Tylko oferty aktualne na www.wgnpiotrkow.pl. Zapraszamy ! Kompleksowa i bezpłatna pomoc w wyborze kredytu hipotecznego. U nas na miejscu, bezpłatnie Sprawdzisz ofertę Banków.
2;Bardzo zadbane i przestronne mieszkanie usytuowane na parterze w niskim budynku w Rokietnicy przy ulicy Mickiewicza.Powierzchnia lokalu 82 m2.Składa się z:- pokoju dziennego z aneksem kuchennym- 2 sypialni- łazienki z wc- pomieszczenia gospodarczego- korytarz(poglądowy rzut w galerii zdjęć)Mieszkanie częściowo umeblowane i wyposażone.Doprowadzony światłowód.Przed  mieszkaniem dwa przynależne miejsca postojowe.Budynek z 2022 r.Mieszkanie bezczynczowe.Do podanej kwoty najmu należy doliczyć opłaty za media: prąd, woda, ogrzewanie (własny piec gazowy) - wg zużycia plus śmieci.Umowa najmu okazjonalnego.Wymagana kaucja oraz opłata dla biura.Przedstawione dane mają charakter informacyjny i nie stanowiąoferty w rozumieniu przepisów K.C. oraz innych właściwych przepisówprawnych.
2;| Do wynajęcia Komfortowy cztero-pokojowy apartament na ul. Glinki 97 os ,,Zielone Tarasy''. Budynek to paroletni apartamentowiec wyposażony w windę, oddalony  3 km od centrum. Lokal położony jest na drugim piętrze. Dostęp do komunikacji miejskiej - przystanki autobusowe i tramwajowe w bardzo bliskiej odległości. Salon z aneksem z balkonem od strony zachodniej. Całość urządzona według najnowszych trendów - nowoczesne kolory wnętrz. Apartament w pełni umeblowany, wyposażony we wszystkie niezbędne sprzęty AGD. Dwa Miejsce garażowe pod budynkiem są wliczone w cenę najmu. Preferowany najem okazjonalny. Obowiązuje kaucja zabezpieczająca. Opłaty do wspólnoty ok 820zł zł Więcej informacji oraz prezentacji oferty udzieli Państwu Łukasz Małkowski tel. .::DODATKOWE INFORMACJE | Rodzaj budynku: apartamentowiec | Dozór budynku: monitoring | Głośność: ciche | Plac zabaw: TAK | Widok: na osiedle | Woda: tak - miejska | Dojazd: asfalt | Otoczenie: zabudowa wielorodzinna | Ogrzewanie: C.O. miejskie | Linie telefoniczne: TAK | Alarm: TAK | Internet: TAK | Telewizja kablowa: TAK | Komunikacja publ.: tramwaj, autobus | Rozkład: rozkładowe | Usytuowanie: dwustronne | Drzwi antywłamaniowe: TAK | Przystosowania dla niepełnosprawnych: TAK | Rolety antywłamaniowe: TAK | Teren ogrodzony: TAK | Opłaty w czynszu: zaliczka na fundusz remontowy, wywóz nieczystości, woda/ryczałt na wodę, woda ciepła, woda, Winda, ogrzewanie, fundusz remontowy, Części wspólne, CO, administracja | Opłaty wg liczników: prąd | Rodzaj mieszkania: jednopoziomowe | Garaż: garaż pod budynkiem | Stan lokalu: bardzo dobry | Okna: PCV | Instalacje: nowe | Balkon: taras | Tarasy: taras duży | Powierzchnia balkonów/tarasów [m2]: 35 | Rok budowy: 2016 | Liczba pokoi: 4 | Wysokość pomieszczeń [m]: 2,7000 | Liczba sypialni: 3 | Podłogi pokoi: panele podłogowe | Ściany pokoi: gładzie gipsowe | Wyposażenie pokoi: umeblowane, szafa typu Komandor, szafa, stolik RTV, stolik nocny, meble - nowego typu, łóżko, krzesła, komplet wypoczynkowy, częściowo umeblowane | Typ kuchni: aneks kuchenny - połączony z jadalnią | Rodzaj kuchni: aneks kuchenny | Wyposażenie kuchni: stała zabudowa, meble kuchenne na wymiar, szafki kuchenne, stół, sprzęt AGD, płyta indukcyjna, piekarnik, okap, lodówka, kuchenka elektryczna, kuchenka | Typ łazienki: razem z wc | Glazura łazienki: nowego typu | Podłoga łazienki: kafle, gres | Wyposażenie łazienki: WC, wanna, umywalka, natrysk, lustro | Ściany łazienki: glazura | Liczba WC: 1 | Glazura WC: nowego typu | Podłoga WC: kafle, gres | Ściany WC: glazura | Liczba przedpokoi: 1 | Wyposażenie przedpokoi: szafa zabudowana, szafa typu Komandor | Typ kaucji: do uzgodnienia | ::KONTAKT DO AGENTA | Łukasz Małkowski |  |  | l.malkowski@metro.bydgoszcz.pl::DANE BIURA | Anna Krygier, Metro - Nieruchomości | Anna Krygier | Marszałka Focha 18 | 85-070 Bydgoszcz |  | www.metro-bydgoszcz.plPowyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego / art 66 i następne K.C. /
2;Do wynajęcia przestronne 2-pokojowe mieszkanie w Mysłowicach przy ul. Wysockiego. W okolicy dworzec PKP i przystanki komunikacji miejskiej. Dobre połączenie komunikacyjne z Katowicami i Sosnowcem. Mieszkanie na 7. piętrze, składające się z 2 pokoi (salon przechodni i sypialnia), oddzielnej kuchni, łazienki z wc i balkonu. Mieszkanie po remoncie, częściowo umeblowane. Ogrzewanie miejskie, ciepła woda z junkersa. Opłaty: 1300 zł czynsz + 240 zł czynsz administracyjny + zaliczka na media (c.o., woda, śmieci - ok. 320 zł przy 1 osobie). Kaucja: 1500 zł.      Prąd i gaz przepisywany na najemcę.  W przypadku najmu przez rodzinę z dziećmi wymagana forma najmu okazjonalnego z aktem notarialnym. Ogłoszenie biura nieruchomości. Zapraszamy!
2;Doskonale położone mieszkanie. I piętro w budynku przy ulicy Bułgarskiej 104 (ostatnia klatka od ulicy, dzięki czemu mieszkanie jest ciche, z okien widok na ładne tereny zielone). Mieszkanie o powierzchni 38 mkw,wyposażone (lodówka, pralka i kuchenka z piekarnikiem), częściowo umeblowane. Najem 1.300 zł, dodatkowo płatne opłaty do spółdzielni oraz gaz i energia elektryczna wg zużycia, łącznie ok 1.000 zł. Kaucja. Mieszkanie dostępne od zaraz. Mieszkanie jest zwierzolubne, zapraszamy z pupilami. Bardzo atrakcyjna oferta, serdecznie zapraszam na prezentację! Prezentacja i kontakt: Grzegorz Gardyjas pośrednik w obrocie nieruchomościami licencja zawodowa nr 14458, zarządca nieruchomości licencja zawodowa nr 26146, telefon: . Zapraszamy na naszą stronę internetową www.everest-realty.pl na której znajdziecie Państwo najnowsze i aktualne oferty naszego Biura Nieruchomości. Jesteśmy biurem licencjonowanym, ubezpieczonym, stosujemy Kartę Praw Klienta. Jesteśmy członkiem PFRN oraz WSPON. Celem zapewnienia kompleksowej pomocy przy obsłudze transakcji współpracujemy z doradcami kredytowymi oraz firmami specjalizującymi się w organizowaniu przeprowadzek. *Zamieszczona oferta nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego Oferta nr  wysłana z systemu LocumNet Online
2;Na wynajem mieszkanie około  75 metrowe dwupoziomowe w wyremontowanym budynku mieszkalnym na śródmieściu, tereny industrialne, z parkingiem za szlabanem . Mieszkanie częściowo umeblowane, na parterze przedpokój, salon i aneks kuchenny, na piętrze jeden  otwarty pokój i zamykana sypialnia, zamykana garderoba oraz łazienka.koszty  2000 zł czynsz480 zł opłaty administracyjne (ogrzewanie i woda rozliczane na bieżąco) 100 zł miesięcznie prąd (zaliczka)50 zł miejsce postojowe  kaucja 2500 złtylko u nas! wolne od zaraz! tel: Simple Dom - Najem i Zarządzanie jest profesjonalną agencją nieruchomości i zapewnia najwyższy poziom bezpieczeństwa transakcji. Pobieramy wynagrodzenie w formie prowizji za świadczoną usługę pośrednictwa.Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)
2;DO WYNAJĘCIA MIESZKANIE W PROMENADACH WROCŁAWSKICH• Lokalizacja: Śródmieście/Zakładowa• Ilość pokoi:2• Metraż: 38m2• Kuchnia: aneks• Piętro: 0 (wysoki parter)blok z 2016roku z windą• Informacje dodatkowe: duży TARAS, obecnie mieszkanie jest doposażone w stół z krzesłami, wolne od zaraz. OPIS NIERUCHOMOŚCI :Mieszkanie składa się z salonu połączonego z aneksem kuchennym,  sypialni, przedpokoju oraz łazienki. Obecnie mieszkanie jest częściowo umeblowane, w trakcie doposażania.  W przedpokoju szafa.  Kuchnia w pełni wyposażona w niezbędny sprzęt AGD.DODATKOWE ATUTY: Bogata infrastruktura osiedla, liczne sklepy i punkty usługowe. Dobra komunikacja do centrum (tramwaj, autobus).DODATKOWE OPŁATY: dodatkowe opłaty czynsz wraz z zaliczkami na media około 463zł +prąd. Oferta dostępna tylko u Nas!Zapraszam na prezentację!Anna GrabowskaAG Nieruchomości 53-413Wrocław, ul. Gwiaździsta 20/5Niniejsza oferta nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny i mogą ulec zmianie. Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Anna Grabowska (numer licencji :19969)Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)
2;Do wynajęcia komfortowe, słoneczne i przestronne, 2-pokojowe mieszkanie o powierzchni ok. 40 m2, zlokalizowane przy ul. Meiera (Prądnik Biały), w zielonej i cichej okolicy, w pobliżu al. 29 Listopada. Mieszkanie usytuowane na 4 piętrze w 9-piętrowym, nowoczesnym budynku z windą. Mieszkanie składa się m. in. z: 2 przestronnych i oddzielnych pokoi / sypialni, jasnego aneksu kuchennego w przedpokoju oraz łazienki z toaletą. Mieszkanie w dobrym standardzie, pokoje są częściowo umeblowane (jak na załączonych zdjęciach). Możliwość zarówno usunięcia aktualnych mebli jak i zakupu nowych. Kuchnia i łazienka w pełni wyposażone (sprzęt AGD, lodówka, pralka, itd.). Dodatkowo balkon. Miejsca parkingowe obok budynku. Dostęp do internetu. Brak gazu. Ogrzewanie centralne miejskie - mpec.Blisko liczne przystanki autobusowe (al. 29 Listopada)! Bardzo dobre połączenie z krakowskimi uczelniami. Świetna lokalizacja, spokojna okolica, dobry standard oraz atrakcyjna cena wynajmu są niewątpliwie dużymi atutami tego mieszkania. Mieszkanie dostępne od zaraz.Dodatkowo możliwość wynajmu miejsca parkingowe w podziemnym garażu pod budynkiem w cenie 200 zł.Cena wynajmu: 2.000 zł + 500 zł media z internetem.OFERTA NA WYŁĄCZNOŚĆKONTAKT:DĘBOSZ Nieruchomościtel. 
2;DO WYNAJĘCIA 2 POKOJE NA SIELCU - LOKALIZACJA DOSKONAŁAPreferowana umowa najmu okazjonalnegoOferujemy do wynajmu mieszkanie o powierzchni ok. 44m2 w układzie kuchnia z oknem otwarta na pokój (salon), sypialnia, przedpokój, łazienka z wc. Mieszkanie jest częściowo umeblowane. Posiada także balkon. Do dyspozycji przyszłych najemców jest także piwnica przynależna do mieszkania.Czynsz najmu oraz czynsz administracyjny: 1700zł plus woda, prąd, gaz wg zużycia)          Kaucja zwrotna: jednomiesięczny czynszOferta przeznaczona także dla studentów. Dzielnica bardzo dobrze skomunikowana z centrum miasta, Doskonałe zaplecze dla sklepów wielu branż, dyskontów oraz wszelkiego rodzaju usług. Zapraszam do zapoznania się z ofertą LINK DO OFERTY:          http://www.jktwojdom.pl/numer/33783**** Zapraszam do zapoznania się ze wszystkimi ofertami biura na stronie www.jktwojdom.pl ****Prezentowana oferta ma charakter informacyjny, nie stanowi oferty handlowej w rozumieniu Art.66 par.1 Kodeksu Cywilnego.
2;"Oferujemy Państwu na wynajem wygodne, mieszkanie z 3 samodzielnymi pokojami o powierzchni 47,90m2 w centrum Rumi przy ul. Gierosa 8.   Bardzo dobrze skomunikowane do przystanku SKM 650m, przystanek autobusowy R - 200m.    Mieszkanie zlokalizowane jest na trzecim piętrze, czteropiętrowego bloku. W pobliżu centrum handlowo - usługowe, szkoła, przedszkole, tereny rekreacyjne.  Lokal dostępny od zaraz. Najem długoterminowy, okazjonalny na minimum rok.  Mieszkanie częściowo umeblowane i po remoncie. Meble widoczne na zdjęciu można usunąć za zgodą właścicieli.  Do lokalu prowadzi przestronna klatka schodowa. Trzy pokoje (14,50; 9,50; 6,20m2). Osobna nowa   kuchnia (6,20m2) wyposażona w kuchenkę gazową, piekarnik, lodówkę. Łazienka z wanną (3m2). Dodatkowo, w lokalu znajduje się przedpokój (8,50 m2) z pojemną szafą.   Do mieszkania przynależy przestronna piwnica. Przed blokiem liczne miejsca postojowe.    Czynsz najmu: 2 000 zł  Dodatkowo koszty eksploatacyjne:  ok 40 0 zł latem, zimą dodatkowo 500 zł, w zależności od ilości zamieszkujących osób + zużycie prądu.   Ogrzewanie i ciepła woda miejska.   Kaucja: 2 000 zł  Oferta godna polecenia. Zadzwoń i umów się na prezentację! Kontakt Hania tel. Niniejsza oferta nie stanowi oferty w rozumieniu Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.   Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Marlena (licencja nr: 22241)"
2;"Na wynajem 4-pokojowe mieszkanie w warszawskim Rembertowie; ul. Katiuszy. To przestronne, piękne mieszkanie o bardzo słonecznej ekspozycji. Okna z widokiem na 3 strony świata. Dwa miejsca w garażu podziemnym. Szybki dojazd do centrum Warszawy zarówno samochodem, jak i komunikacją miejską.Mieszkanie prezentowane jest w ramach wyłącznej umowy wynajmu.Opis nieruchomości:Nieruchomość mieści się na drugim, ostatnim piętrze w budynku z 2021 roku. Mieszkanie ma powierzchnię 97 m2. Składa się z salonu z przestronnym aneksem i kuchenną wyspą oraz miejscem jadalnianym, sypialni Master z osobną łazienką oraz z dwóch pokoi dla dzieci lub na domowe biuro. Duże okna skierowane na trzy strony świata: wschód, południe i zachód sprawiają, że mieszkanie jest pełne światła. Trzy duże balkony sprzyjają wypoczynkowi na świeżym powietrzu. Mieszkanie jest przestronne i ciche.  Lokalizacja:Rembertów jest świetnie skomunikowany z resztą miasta dzięki kilkupasmowym drogom dojazdowym oraz połączeniu kolejowemu Szybkiej Kolei Miejskiej, która dojeżdża do centrum Warszawy w 20 minut. Ulica Katiuszy, to cicha i spokojna uliczka w starej części Rembertowa. Jest równoległa do głównej ulicy w centrum dzielnicy. Wokół znajduje się cała infrastruktura miejska potrzebna do życia. popularne markety, skatepark, restauracje, bistro i kawiarnie, a także przedszkola, szkoły i przychodnia lekarska. Nieopodal siedzibę ma Akademia Sztuki Wojennej w Warszawie. Odległość krótkiego spaceru dzieli mieszkanie od stacji kolejowej SKM.Kto może tu zamieszkać:Mieszkanie dla pary, rodziny 2+1 lub 2+2 – ludzi lubiących ciche, spokoje i wygodne życie, gdzie wszystko, co do niego potrzebne dostępne jest w odległości spaceru. Ktoś, kto potrzebuje łatwego dojazdu do pracy w Warszawie.Dodatkowe informacje:Do nieruchomości przynależą 2 miejsca parkingowe w garażu podziemnym.Mieszkanie jest częściowo umeblowane. I wyposażone w nowoczesne urządzenia AGD***Polecamy i zapraszamy na prezentację!Więcej ciekawych ofert znajdziecie Państwo na naszej stronie internetowej. Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksy Cywilnego.Małycha Nieruchomości Premiumul. Katowicka 4 lokal 7 i lokal 8 (03-932) WarszawaTelefon: Mail: kontakt@malychanieruchomoscipremium.comOferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)"
2;Na WYNAJEM przestronne 2-pokojowe mieszkanie po remoncie, przy ul. Łupińskiego w Mińsku Mazowieckim o powierzchni 35,5 m2!Nieruchomość dzięki dwustronnemu położeniu (wschód-zachód) jest bardzo dobrze nasłonecznione, usytuowane na 2 piętrze (blok 4-piętrowy) w cichej i spokojnej okolicy.Największym atutem nieruchomości jest przede wszystkim funkcjonalny rozkład oraz przypisane do mieszkania miejsce postojowe na zamkniętym parkingu (dodatkowo płatne 100 zł miesięcznie). Nieruchomość składa się z :- sypialni,- salonu z aneksem kuchennym,- łazienki z WC,- dużego balkonu,- przestronnego przedpokoju,- piwnicy.Mieszkanie położone w rewelacyjnej lokalizacji, a w sąsiedztwie bloku znajdują się :- przystanek autobusowy,- stacja PKP ANIELINA,- liczne sklepy spożywcze,- przychodnia zdrowia,- apteka,- klub fitness FORMA,- poczta,- paczkomat,- szkoła podstawowa, przedszkola, żłobki,- stacja paliw,Mieszkanie częściowo umeblowane (pełna zabudowa kuchenna, szafa w przedpokoju oraz szafa w sypialni). Dodatkowe meble możliwe do uzgodnienia. Nieruchomość ze względu na swoje położenie idealnie sprawdzi się dla osób ceniących sobie bliskość punktów handlowo-usługowych, dobre skomunikowanie z miastem.Wynajem tylko DŁUGOTERMINOWY.* Nieruchomość dostępna od 4 września 2022 r.Oferta na wyłączność Biura Nieruchomości SELL BROKER.Zainteresowanych zapraszamy do kontaktu!Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)
2;"Mieszkanie na starej Ochocie, składające się z dużego pokoju, podzielonego na sypialnię i pokój do pracy oraz salonu z aneksem kuchennym i łazienki z kabiną prysznicową. Mieszkanie jest w bardzo dobrym stanie, łazienka i kuchnia całkowicie wyposażone, pokoje częściowo umeblowane, w tym duża szafa w zabudowie. Mieszkanie położone na parterze w czteropiętrowym bloku, zlokalizowane w bardzo dobrym punkcie komunikacyjnym i handlowym.Mieszkanie dostępne jest od sierpnia 2023.TYLKO NAJEM OKAZJONALNYCena wynajmu 2600 plnDodatkowe opłaty: - czynsz administracyjny 600 pln plus media : woda, gaz, prąd wg wskazań licznikówKaucja 2 200 plnWIĘCEJ SZCZEGÓŁÓW POD NUMEREM TELEFONU Zamieszczona oferta nie stanowi oferty w rozumieniu Kodeksu Cywilnego. licencja 4355;Zapytaj naszego Agenta o pomoc w otrzymaniu kredytu !!!Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)"
2;"| Do wynajęcia  3 pokojowe mieszkanie  w segmencie szeregowym na osiedlu LINEA w Dopiewcu. 18 km od Poznania. Powierzchnia mieszkania  70 m2.  PARTER  * pokój dzienny z kuchnią w aneksie 26,4 m2 ; * korytarz 5,7 m2; * WC 1,9 m2; PIĘTRO  * sypialnia 15,5 m2; * sypialnia 9,6 m2; * korytarz 5,7 m2; *  łazienka /wanna/ 5 m2; Częściowo umeblowane:  stała zabudowa kuchni, lodówka Indesit, pralka Indesit w łazience. Ogród, powierzchnia  ok. 55 m2.  Miejsce parkingowe nr 1 przy wejściu na posesję. Dużó ogołnodostęnych miejsc na parkingu osiedlowym w promieni 50 od posesji. Ogrzewanie gazowe /koszty gazu to ok. 600 zł miesięcznie zimą, ok 120 zł latem/ Czynsz:  231 zł przy 1 osobie zamieszkałej (każda osoba więcej, to o 35 zł wyższy  czynsz), opłaty dodatkowe, to:  woda, gaz i prąd. Gaz:  300 zł (średnio miesięcznie przez cały rok) Prąd: 200 zł  Woda:  150 zł   Media (prąd, woda, gaz, Internet) będą przepisane na Najemcę.   Do wynajęcia od zaraz    Lokalizacja:  Dopiewiec, ul, Polnych Kwiatów, nowoczesne osiedle LINEA. Dojazd do Poznania w ciągu 20-25 min. Najbliższa okolica - Dąbrówka, Palędzie, Zakrzewo, Komorniki Uwaga:   wymagana forma umowy -   najem okazjonalny   Pośrednik nieruchomości Jarosław Kantor, tel. .::DODATKOWE INFORMACJE | Rodzaj budynku: szeregowiec | Głośność: ciche | Plac zabaw: TAK | Widok: na osiedle | Gaz: jest | Woda: ciepła - piecyk gazowy | Dojazd: asfaltowa/kostka | Otoczenie: osiedle | Ogrzewanie: C.O. GAZOWE | Winda: NIE | Rozkład: jednostronne | Usytuowanie: dwustronne | Naziemn. miejsc parking.: 1 | Rolety antywłamaniowe: TAK | Rodzaj mieszkania: dwupoziomowe | Garaż: miejsce parkingowe przy budynku | Stan lokalu: bardzo dobry | Okna: PCV | Powierzchnia ogródka [m2]: 55 | Powierzchnia użytkowa [m2]: 70 | Rok budowy: 2017 | Liczba pokoi: 3 | Wysokość pomieszczeń [m]: 2,6000 | Liczba sypialni: 2 | Kaucja zabezp. [zł]: 3000 | Typ kaucji: jednomiesięczna | ::LINK DO STRONY | http://www.doradcarn.pl/oferta.aspx?id=6442961::KONTAKT DO AGENTA | Jarosław Kantor |  | jaroslaw.kantor@doradcarn.pl::DANE BIURA | DORADCA RYNKU NIERUCHOMOŚCI JAROSŁAW KANTOR | Tadeusza Rejtana 4/23 | 60-653 Poznań |  | www.doradcarn.plPośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Jarosław Kantor (licencja nr: )"
2;Nowe mieszkanie do wynajęcia ! Zostań pierwszym Najemcą !Znakomicie położone mieszkanie do wynajęcia w Gdańsku, na osiedlu Lawendowe Wzgórze, w cieszącej się powodzeniem i rozwijającej się dzielnicy Jasień.Powierzchnia 51,52 m2 to 3 pokoje, łazienka, przedpokój -  mieszkanie z ogródkiem, częściowo umeblowane.Mieszkanie wyposażone w nowoczesny sprzęt AGD, co zapewnia wygodę i komfort mieszkania.Jasne i przestronne wnętrze tworzy przyjemną atmosferę. Do mieszkania przynależy ogródek, który jest doskonałym miejscem na relaks i spędzanie czasu na świeżym powietrzu.W cenie najmu zawarte są również dodatkowe udogodnienia, takie jak komórka lokatorska oraz miejsce postojowe w hali garażowej. Świetnie zorganizowana przestrzeń do przechowywania rzeczy - 3 szafy.LokalizacjaGdańsk Jasień ul.Lawendowe Wzgórze, pełna infrastruktura w bezpośrednim sąsiedztwie, bliskość przystanków autobusowych i tramwajowych, PKM, dobra komunikacja z Trójmiejską obwodnicą.Pomieszczenia- Salon z aneksem kuchennym 20,85 m2- Ogródek  28 m2 ,Taras 12 m2- Sypialnia  10,39 m2- Sypialnia    8,34 m2- Łazienka     4,57 m2- Hol              5,85 m2Zalety- Osiedle z eleganckim wykończeniem klatek schodowych i korytarzy wewnętrznych.- Tereny zielone w okolicy idealne do aktywności fizycznych, relaksu i wypoczynku.- Niskie opłatyZapraszam!Dom & House - Specjaliści od marzeń. - Gwarantujemy bezpieczeństwo transakcji- Znajdziemy najtańszy kredyt- Pomoc prawna dzięki współpracy z najlepszymi kancelariami notarialnym i prawnymi- Znajdziemy najtańsze ubezpieczenie nieruchomościPrezentowana oferta ma charakter informacyjny, nie stanowi oferty handlowej w rozumieniu Art. 66 par. 1 Kodeksu Cywilnego.
2;Od zaraz do wynajęcia 3-pokojowe mieszkanie przy ul. Karmelickiej, w rejonie bliżej Placu Inwalidów - 10 minut pieszo do Rynku Głównego, dostęp do większości uczelni.Składa się z 3 niezależnych pokoi o powierzchni: 16m2, 11m2 oraz  najmniejszy 6m2 ale z antresolą, oddzielnej kuchni w aneksie, łazienki i holu o łącznej powierzchni ok.47 m2.Mieszkanie jest po remoncie generalnym rok temu, pokoje są częściowo umeblowane.Najmniejszy pokój ma urządzoną sypialnię na antresoli - mieści się tam materac o wymiarach: 90x200cm.Mała kuchnia umeblowana, ale raczej dla osób mało gotujących, wyposażona w kuchenkę elektryczną 2-palnikową, lodówkę i pralkę.Łazienka z kabiną prysznicową.Mieszkanie jasne, ciepłe, ogrzewanie centralne gazowe (z pieca 2-funkcyjnego), na podłogach panele i terakota.Jest możliwość łącza internetowego/światłowód.CENA: 2600zł + media: energia el., gaz [tylko do ogrzewania zimą], woda i śmieci.Wymagana kaucja zwrotna w wysokości 2600zł.Prowizja biura jednorazowa: w wysokości 1 m-cznego czynszu do negocjacji.Do wejścia od zaraz.Zapraszamy zainteresowane osoby do obejrzenia.Agencja Nieruchomości, ul. Kremerowska 9, 31-130 Kraków. Licencja nr 3606.Kontakt w sprawie oferty: Monika Zdyb-Zgłobicka .
